name,event,place,all_american,min,max,mean,std,median,q1,q3,mean_three_recent,mean_three_best,mean_three_worst,percent_diff_recent_best,percent_diff_recent_worst,no_mark_rate,count,grade,year,school,score
TREVOR STEPHENSON,PV,10,0,0.7416666666666667,0.91,0.8505925925925926,0.0364094898890974,0.855,0.8250000000000001,0.875,0.8505925925925926,0.9083333333333332,0.7783333333333333,0.0656545450716978,0.0887201291466769,0.0625,48,JR,3,MICHIGAN STATE,0.625
CALEB WITSKEN,PV,11,0,0.7666666666666666,0.9266666666666666,0.8824691358024692,0.0423592954166945,0.8933333333333334,0.8716666666666666,0.9083333333333332,0.8824691358024691,0.925,0.7822222222222223,0.0470612342474641,0.120439038860872,0.0357142857142857,28,JR,3,BYU,0.5833333333333333
ANTONIO RUIZ,PV,12,0,0.8416666666666667,0.925,0.8880555555555555,0.0225294647983739,0.8875,0.8704166666666666,0.9029166666666668,0.8880555555555555,0.92,0.8444444444444444,0.0353356890459364,0.0503447170113836,0.2222222222222222,54,SR,4,HOUSTON,0.5416666666666667
EERIK HAAMER,PV,13,0,0.8583333333333334,0.935,0.9010344827586206,0.0197424578380904,0.9033333333333332,0.8916666666666666,0.9116666666666666,0.9010344827586206,0.9333333333333332,0.8622222222222221,0.0352152390500657,0.0440233806305817,0.0,29,SO,2,SOUTH DAKOTA,0.5
COLE RIDDLE,PV,14,0,0.8450000000000001,0.9216666666666667,0.8825641025641026,0.0210886069888303,0.8833333333333333,0.875,0.8933333333333334,0.8825641025641026,0.895,0.8538888888888888,0.0139920663541291,0.0330273423079763,0.0,13,SR,4,MEMPHIS,0.45833333333333337
ROBERT OSWALD,PV,14,0,0.7799999999999999,0.9033333333333332,0.8401086956521739,0.0312603606013677,0.835,0.8204166666666666,0.8629166666666667,0.8401086956521738,0.9,0.7838888888888889,0.0688362795927292,0.0692363182044664,0.1320754716981132,53,SR,4,OHIO STATE,0.45833333333333337
SEAN ROTH,PV,16,0,0.7766666666666667,0.8883333333333333,0.8353174603174603,0.0345833094281806,0.8283333333333333,0.8116666666666666,0.86,0.8353174603174603,0.8833333333333333,0.7855555555555557,0.0558762410528745,0.0614013612103999,0.0869565217391304,23,SR,4,LOUISVILLE,0.375
JACOB ENGLAR,PV,17,0,0.7866666666666666,0.8866666666666667,0.8375396825396826,0.0279717193979137,0.8425,0.8166666666666668,0.8545833333333334,0.8375396825396825,0.8816666666666667,0.7899999999999999,0.0513341335056782,0.0584190764129321,0.0869565217391304,46,JR,3,WASHINGTON ST.,0.33333333333333337
ALEXANDER SLINKMAN,PV,18,0,0.7833333333333333,0.9,0.8558333333333333,0.035175001091036,0.8666666666666667,0.8408333333333333,0.8833333333333333,0.8558333333333333,0.8883333333333333,0.7905555555555556,0.0372670807453415,0.0792981272144423,0.2307692307692307,26,SO,2,RICE,0.29166666666666663
ERICK DUFFY,PV,18,0,0.8516666666666667,0.905,0.8732051282051282,0.0171656086305764,0.8766666666666666,0.8583333333333334,0.8833333333333333,0.8732051282051282,0.8866666666666667,0.8544444444444445,0.0152983171851097,0.0217181586563435,0.0714285714285714,14,SR,4,DUKE,0.29166666666666663
COLBY WILSON,PV,20,0,0.7916666666666666,0.8966666666666666,0.8587719298245614,0.031055715092331,0.8666666666666667,0.8375,0.8791666666666667,0.8587719298245614,0.8916666666666666,0.8066666666666666,0.0375845652718616,0.0625724217844728,0.05,20,JR,3,MONTANA STATE,0.20833333333333337
MAX MANSON,PV,21,0,0.775,0.8966666666666666,0.8488596491228071,0.0343145068464776,0.8533333333333334,0.8283333333333334,0.875,0.8488596491228071,0.8849999999999999,0.7944444444444444,0.0416877466356367,0.0662265795982279,0.1363636363636363,22,SO,2,STANFORD,0.16666666666666663
WYATT LEFKER,PV,22,0,0.7183333333333333,0.8816666666666667,0.8073809523809524,0.0452196630590151,0.8183333333333334,0.7666666666666666,0.8383333333333334,0.8073809523809523,0.8683333333333333,0.7272222222222222,0.0727479397556124,0.1044683491932146,0.2222222222222222,45,JR,3,YOUNGSTOWN ST.,0.125
JAMES COURSON,PV,24,0,0.75,0.9083333333333332,0.8441428571428571,0.0406691807093589,0.85,0.8158333333333334,0.8766666666666666,0.8441428571428571,0.8916666666666666,0.7638888888888888,0.0547569406342587,0.0998163978441553,0.2222222222222222,45,JR,3,AUBURN,0.04166666666666663
HUNTER GARRETSON,PV,24,0,0.725,0.935,0.8670289855072464,0.0430789635605277,0.875,0.8625,0.8916666666666666,0.8670289855072464,0.905,0.7833333333333333,0.0428559744827021,0.1014270032930845,0.0416666666666666,24,SO,2,AKRON,0.04166666666666663
WAYNE PINNOCK,LJ,1,1,0.9061784897025172,0.9221967963386728,0.9115179252479024,0.0092481736483464,0.9061784897025172,0.9061784897025172,0.914187643020595,0.9115179252479024,0.9061784897025172,0.9115179252479024,0.0058749475451111,0.0,0.0,3,FR,1,TENNESSEE,1.0
JEREMIAH DAVIS,LJ,2,1,0.7951945080091534,0.9153318077803204,0.8770295303476081,0.0299928755013623,0.8810068649885584,0.8638443935926773,0.8993135011441648,0.8770295303476081,0.9107551487414188,0.8230358504958047,0.0377289488922073,0.0635195333782007,0.0,21,SO,2,FLORIDA STATE,0.9583333333333334
ISAAC GRIMES,LJ,3,1,0.8249427917620137,0.9553775743707094,0.8926773455377575,0.0338946421113613,0.9050343249427918,0.8707093821510298,0.9153318077803204,0.8926773455377575,0.9359267734553776,0.8268497330282227,0.0473032161181328,0.076564787295391,0.0,35,SR,4,FLORIDA STATE,0.9166666666666666
CAREY MCLEOD,LJ,4,1,0.7768878718535469,0.954233409610984,0.9026786916139454,0.0473576943095149,0.9107551487414188,0.8810068649885584,0.9370709382151028,0.9026786916139454,0.9439359267734554,0.8218916857360794,0.0446841855888033,0.0936894277425817,0.0,17,SR,4,TENNESSEE,0.875
BRANDON HICKLIN,LJ,5,1,0.8135011441647597,0.9359267734553776,0.8646765134179322,0.0256422369805946,0.860411899313501,0.8478260869565217,0.8764302059496567,0.8646765134179322,0.8993135011441648,0.8226544622425629,0.0392711834424199,0.0498089014918012,0.0,33,SR,4,N. CAROLINA A&T,0.8333333333333334
A'NAN BRIDGETT,LJ,6,1,0.8020594965675056,0.9027459954233408,0.8564953353282873,0.0298873235095451,0.8535469107551488,0.8326659038901602,0.8830091533180777,0.8564953353282873,0.8981693363844393,0.808924485125858,0.047500815087904,0.0571277579601005,0.0,26,SR,4,RUTGERS,0.7916666666666666
STACY BROWN JR,LJ,7,1,0.7963386727688787,0.9107551487414188,0.8647398268828972,0.0325378273662734,0.8672768878718535,0.8461098398169336,0.8907322654462242,0.8647398268828973,0.8981693363844393,0.8054919908466819,0.0379253908234097,0.0709456440804171,0.0416666666666666,24,SO,2,TEXAS,0.75
ANTHONY RILEY,LJ,8,1,0.7551487414187642,0.8924485125858124,0.8482074752097636,0.031412881068732,0.8546910755148741,0.8335240274599542,0.8712814645308924,0.8482074752097633,0.8764302059496567,0.7818459191456902,0.0327288810260949,0.0814225549836216,0.0357142857142857,28,SO,2,TENNESSEE,0.7083333333333333
CAMERON CRUMP,LJ,9,0,0.7940503432494279,0.911899313501144,0.8674675819984744,0.0399277089274393,0.8752860411899314,0.8581235697940504,0.8967391304347826,0.8674675819984743,0.8993135011441648,0.8066361556064073,0.0360496492174853,0.072673425219273,0.0,12,SR,4,MISS STATE,0.6666666666666667
JAMES CARTER,LJ,10,0,0.7608695652173914,0.9073226544622424,0.8477903318077803,0.0372235035219154,0.8512585812356979,0.8206521739130436,0.8778604118993135,0.8477903318077803,0.897025171624714,0.7807017543859649,0.0564355826963667,0.0823934951733425,0.0303030303030303,33,JR,3,IOWA,0.625
JEREMIAH WILLIS,LJ,11,0,0.7871853546910755,0.9050343249427918,0.8571114240450625,0.0278035839604034,0.8615560640732265,0.8426773455377574,0.8764302059496567,0.8571114240450625,0.88558352402746,0.8054919908466819,0.0326759425267039,0.0620947036870384,0.037037037037037,27,SO,2,LOUISVILLE,0.5833333333333333
KENSON TATE,LJ,12,0,0.8112128146453089,0.8890160183066361,0.8493516399694889,0.0245928893137353,0.8535469107551488,0.8306636155606407,0.8615560640732266,0.8493516399694889,0.8615560640732266,0.8215102974828375,0.0142666072224699,0.0333257247203834,0.0,9,FR,1,LAMAR,0.5416666666666667
JASON SMITH,LJ,13,0,0.8180778032036613,0.911899313501144,0.8616440767470516,0.0238365589197269,0.8638443935926773,0.841533180778032,0.8792906178489702,0.8616440767470516,0.8924485125858124,0.8226544622425629,0.0351229302558956,0.0462977478183623,0.025,40,SR,4,LONG BEACH ST.,0.5
TREYSHON MALONE,LJ,14,0,0.8009153318077803,0.8913043478260869,0.8575133485888634,0.0233879730050297,0.8581235697940504,0.8466819221967964,0.8752860411899313,0.8575133485888634,0.8775743707093822,0.8230358504958047,0.0231239284301227,0.041031227305737,0.0,15,SR,4,IDAHO STATE,0.45833333333333337
ISAIAH HOLMES,LJ,15,0,0.8066361556064073,0.9187643020594964,0.8651315789473685,0.0297335714750333,0.8678489702517163,0.8504004576659039,0.8812929061784898,0.8651315789473685,0.9038901601830664,0.8138825324180013,0.0438192254830624,0.061046594167921,0.1111111111111111,27,SR,4,MIAMI,0.41666666666666663
KAREEM MERSAL,LJ,16,0,0.7757437070938216,0.9004576659038902,0.8509010297482837,0.0307713499278161,0.8546910755148742,0.8335240274599542,0.8658466819221967,0.8509010297482837,0.8775743707093822,0.8039664378337147,0.0308634313847172,0.0567230824630897,0.0,16,SO,2,WYOMING,0.375
JOHNNY BRACKINS,LJ,17,0,0.8546910755148741,0.934782608695652,0.8885256619810394,0.0304718746951969,0.8878718535469107,0.8649885583524026,0.9061784897025172,0.8885256619810395,0.8901601830663616,0.8615560640732265,0.0018378974453225,0.0308209582516111,0.125,8,FR,1,BAYLOR,0.33333333333333337
REINALDO RODRIGUES,LJ,18,0,0.7951945080091534,0.8844393592677345,0.8457665903890159,0.0314815154214297,0.8449656750572082,0.8240846681922197,0.8729977116704806,0.8457665903890159,0.8752860411899314,0.8096872616323417,0.0343039489429598,0.0435884439939177,0.0,10,FR,1,ARIZONA,0.29166666666666663
GABRIEL BINION,LJ,19,0,0.7517162471395881,0.88558352402746,0.8314263920671243,0.0390423646656291,0.8443935926773455,0.8060640732265446,0.8581235697940504,0.8314263920671243,0.8638443935926773,0.7723112128146452,0.0382452193475815,0.0737217598097504,0.0,15,SO,2,GRAND CANYON,0.25
SAFIN WILLS,LJ,20,0,0.8157894736842105,0.879862700228833,0.8512585812356979,0.0199351273580426,0.8535469107551488,0.841533180778032,0.8655606407322655,0.851258581235698,0.8741418764302059,0.8203661327231121,0.0265251989389919,0.0369609856262834,0.0,15,JR,3,PURDUE,0.20833333333333337
AARON JOHNSON,LJ,21,0,0.6819221967963387,0.8901601830663616,0.8103070175438596,0.0522255311080503,0.8152173913043478,0.7743135011441646,0.8509725400457666,0.8103070175438596,0.8718535469107551,0.7219679633867276,0.0731755703556752,0.115304439812078,0.0,24,JR,3,UTAH VALLEY,0.16666666666666663
CHRISTIAAN LE ROUX,LJ,22,0,0.8077803203661327,0.8890160183066361,0.8386727688787186,0.02209749189454,0.8363844393592677,0.8215102974828374,0.8489702517162471,0.8386727688787186,0.8569794050343249,0.8146453089244851,0.0215924426450741,0.0290657439446367,0.0555555555555555,18,SO,2,UTSA,0.125
RUSSELL ROBINSON,LJ,23,0,0.8077803203661327,0.914187643020595,0.8553071642316493,0.0265115211612369,0.8512585812356979,0.8389588100686499,0.8727116704805492,0.8553071642316493,0.8913043478260869,0.8150266971777268,0.0412194507432602,0.0482304382190218,0.0714285714285714,28,SO,2,MIAMI,0.08333333333333337
RYAN BROWN,LJ,24,0,0.7780320366132722,0.9290617848970252,0.8688248754879526,0.0340567833164453,0.8638443935926773,0.8535469107551488,0.8924485125858124,0.8688248754879526,0.8958810068649885,0.8199847444698704,0.0306636155606406,0.0578397119970243,0.1052631578947368,19,JR,3,ARKANSAS,0.04166666666666663
CHENGETAYI MAPAYA,TJ,1,1,0.8685258964143426,0.9823562891291976,0.936560378694282,0.024116902809214,0.9391007398975526,0.9214570290267502,0.9561752988047808,0.936560378694282,0.9715424018212864,0.8867387592487194,0.0366668121698896,0.0546499676424682,0.0238095238095238,42,SR,4,TCU,1.0
EMMANUEL IHEMEJE,TJ,2,1,0.9021058622652248,0.9823562891291976,0.9497520123587284,0.0247951239942658,0.954467842914058,0.936681844052362,0.9672737620944792,0.9497520123587284,0.9692657939669892,0.9119711629671792,0.020337259554275,0.0405869679147497,0.0,14,SO,2,OREGON,0.9583333333333334
APALOS EDWARDS,TJ,3,1,0.8787706317586795,0.9328400682982356,0.9134319863403528,0.0167778130256406,0.9197495731360272,0.9072282299373932,0.9238759248719408,0.9134319863403528,0.9243027888446214,0.8922405615632707,0.0118306544024279,0.0234720573247738,0.0,10,FR,1,LSU,0.9166666666666666
KEYSHAWN KING,TJ,4,1,0.8167330677290836,0.954467842914058,0.8843631684442355,0.0342995480159129,0.8907228229937393,0.8517359134889015,0.908651109846329,0.8843631684442353,0.9203187250996016,0.8336179093151204,0.0398469744546067,0.0590754575659221,0.1153846153846153,26,JR,3,STANFORD,0.875
GEORGI NACHEV,TJ,5,1,0.8451906659077973,0.937962435970404,0.9034411803336106,0.0256064965314994,0.9160500853727946,0.8865964712578258,0.9233067729083666,0.9034411803336106,0.9265793966989186,0.85353822804022,0.0252873838203806,0.0568053923176917,0.0,26,JR,3,MISSOURI,0.8333333333333334
CHRIS WELCH,TJ,6,1,0.8429140580535003,0.9368241320432557,0.8995937432535865,0.0242772870352173,0.9049516220830962,0.8873079112122937,0.9186112692088788,0.8995937432535865,0.9260102447353444,0.8537279453614115,0.0289400129004516,0.0523187481110848,0.0333333333333333,30,JR,3,TEXAS TECH,0.7916666666666666
JEREMIAH DAVIS,TJ,7,1,0.8087649402390439,0.9197495731360272,0.8702807816353633,0.0422446282464329,0.8773477518497439,0.8349459305634603,0.9102162777461582,0.8702807816353632,0.9106431417188388,0.813318155947638,0.045327438813284,0.067667690227343,0.0,12,SO,2,FLORIDA STATE,0.75
NATHAN CRAWFORD-WALLIS,TJ,8,1,0.8281161070005691,0.9163346613545816,0.87585791288627,0.0291352736774881,0.8753557199772339,0.852589641434263,0.9021058622652248,0.87585791288627,0.9106431417188388,0.8362739518118004,0.0389422986825583,0.0462393836487005,0.0,17,SO,2,PRAIRIE VIEW,0.7083333333333333
JALEN TATE,TJ,9,0,0.8258394991462721,0.9322709163346612,0.8815580170161843,0.0307582704286137,0.8873079112122937,0.8537279453614115,0.9060899260102446,0.8815580170161843,0.9214570290267502,0.8290646936065263,0.0442581021141581,0.0613733502819555,0.0,39,SR,4,TENNESSEE,0.6666666666666667
JEMUEL MILLER,TJ,10,0,0.8719408081957882,0.9203187250996016,0.900243183111709,0.0170177215818947,0.9077973819009676,0.8867387592487195,0.9143426294820716,0.900243183111709,0.9146272054638588,0.8787706317586795,0.015851294332307,0.0241398365471309,0.0,11,FR,1,UTSA,0.625
R'LAZON BRUMFIELD,TJ,11,0,0.8081957882754695,0.9476380193511666,0.892804720965761,0.0291037944725578,0.8898690950483779,0.8730791121229369,0.9114968696642004,0.8928047209657608,0.935685828116107,0.8343767785998862,0.046903285523546,0.0676569803238027,0.0,38,SR,4,TENNESSEE ST.,0.5833333333333333
SALIF MANE,TJ,12,0,0.7877063175867957,0.9391007398975526,0.9031128234315486,0.0365737555506981,0.908366533864542,0.9021058622652248,0.9186112692088788,0.9031128234315486,0.9197495731360272,0.8622652248150255,0.0182534345278123,0.0462763187262854,0.0,13,JR,3,FAIRLEIGH DICKINSON,0.5416666666666667
JASON SMITH,TJ,13,0,0.8036425725668753,0.9123505976095618,0.8560045532157087,0.0331470222981371,0.8514513375071144,0.8430563460443938,0.873363688104724,0.8560045532157087,0.8844621513944223,0.8176816543350407,0.0327011118378023,0.0457946043980958,0.0,12,SR,4,LONG BEACH ST.,0.5
SEAN DIXON-BODIE,TJ,14,0,0.8935685828116107,0.9470688673875926,0.9251714944732348,0.0166491065889059,0.92942515651679,0.9132043255549231,0.93540125213432,0.9251714944732348,0.9453614114968696,0.8975526465566306,0.0215873422586636,0.0303050223507757,0.0,19,SO,2,LSU,0.45833333333333337
SAFIN WILLS,TJ,15,0,0.7911212293682414,0.9220261809903244,0.8831815594763802,0.0373232366742197,0.8892999430848036,0.8827546955036994,0.9031018782014796,0.8831815594763801,0.915196357427433,0.8201479795105294,0.0356040826014715,0.074012196140673,0.1111111111111111,18,JR,3,PURDUE,0.41666666666666663
RUSSELL ROBINSON,TJ,16,0,0.8451906659077973,0.9362549800796812,0.893827288249599,0.0243447597071847,0.8915765509391007,0.8806203756402959,0.9100739897552648,0.893827288249599,0.9260102447353444,0.8544868146461772,0.0353690435573751,0.0450038966547959,0.0434782608695652,23,SO,2,MIAMI,0.375
CHAUNCEY CHAMBERS,TJ,17,0,0.8013659647125783,0.9271485486624929,0.8820879746320839,0.0254803674644251,0.8850313033579966,0.8710870802504268,0.9012521343198634,0.8820879746320839,0.9100739897552648,0.828495541642952,0.0312315691096008,0.062659826286453,0.0277777777777777,36,SR,4,VIRGINIA TECH,0.33333333333333337
JALEN SEALS,TJ,18,0,0.8565737051792829,0.92942515651679,0.8918966989186112,0.0208659251376128,0.8955606146841206,0.872367672168469,0.908935685828116,0.8918966989186112,0.9203187250996016,0.8596091823183456,0.0313671606634607,0.0368682936736283,0.0588235294117647,34,SR,4,TEXAS TECH,0.29166666666666663
OWAYNE OWENS,TJ,19,0,0.8423449060899261,0.9453614114968696,0.9171087080250429,0.0242702218393881,0.920887877063176,0.9123505976095618,0.9351166761525328,0.9171087080250429,0.941946499715424,0.8653007019540885,0.0267208758373234,0.0581325544859649,0.0,25,JR,3,VIRGINIA,0.25
DANIEL FALODE,TJ,20,0,0.8366533864541832,0.9009675583380764,0.8821855435401252,0.0218858480613466,0.8844621513944223,0.8801935116676152,0.896414342629482,0.8821855435401252,0.8952760387023335,0.8656801365964713,0.0147294268331732,0.0188863562357538,0.0,7,FR,1,HARVARD,0.20833333333333337
STACY BROWN JR,TJ,21,0,0.7990893568582811,0.9134889015367104,0.8570886521939453,0.0341827309254184,0.8599886169607285,0.8338076266363119,0.8793397837222537,0.8570886521939455,0.8935685828116107,0.8011762473913868,0.0416756974331978,0.0674348287979082,0.0454545454545454,22,SO,2,TEXAS,0.16666666666666663
JAMES CARTER,TJ,22,0,0.8269778030734205,0.9408081957882756,0.8776892430278884,0.0250637976754454,0.8719408081957882,0.860130904951622,0.8968412066021627,0.8776892430278884,0.915196357427433,0.840068298235629,0.0418399415891557,0.0438023922335242,0.0,30,JR,3,IOWA,0.125
JAREN HOLMES,TJ,23,0,0.852589641434263,0.9157655093910074,0.8841119040322227,0.0180932124066423,0.8810472396129767,0.8719408081957882,0.8947068867387593,0.8841119040322228,0.9038133181559476,0.8613166382090686,0.0220382976639403,0.0261199645490878,0.0,13,JR,3,TCU,0.08333333333333337
JACORE IRVING,TJ,24,0,0.796812749003984,0.9095048377916904,0.8705826046463496,0.0290536551894039,0.8782014797951052,0.859134889015367,0.8918611269208878,0.8705826046463497,0.9015367103016504,0.7992790741794725,0.0349345615661427,0.0854005231343651,0.0,44,JR,3,FLORIDA STATE,0.04166666666666663
ADRIAN PIPERI,SP,1,1,0.8381818181818183,0.9881818181818182,0.9322558922558924,0.0354063492359317,0.9352272727272728,0.9075,0.9598863636363636,0.932255892255892,0.979090909090909,0.8572727272727273,0.0490073458171121,0.0838021411503507,0.0,54,SR,4,TEXAS,1.0
TURNER WASHINGTON,SP,2,1,0.6995454545454546,0.9931818181818184,0.921153846153846,0.0676249050373425,0.9454545454545454,0.9004545454545454,0.95875,0.921153846153846,0.9740909090909092,0.7693939393939395,0.0558630359383072,0.1795393280891282,0.0,26,JR,3,ARIZONA STATE,0.9583333333333334
ISAAC ODUGBESAN,SP,3,1,0.6872727272727273,0.9477272727272728,0.8522898799313894,0.0560394865118091,0.8509090909090908,0.82,0.8877272727272728,0.8522898799313895,0.9390909090909092,0.7198484848484847,0.0969096349491321,0.168485672826194,0.0363636363636363,55,SR,4,ALABAMA,0.9166666666666666
JORDAN WEST,SP,4,1,0.8031818181818182,0.924090909090909,0.8764693446088795,0.0284629942661427,0.8813636363636363,0.8570454545454544,0.8975000000000001,0.8764693446088795,0.921818181818182,0.8174242424242424,0.0504355800091701,0.0697152437870143,0.0,43,JR,3,TENNESSEE,0.875
DARIUS KING,SP,5,1,0.6986363636363636,0.924090909090909,0.8428439803439803,0.0529831822157406,0.8440909090909091,0.8054545454545454,0.8886363636363636,0.8428439803439804,0.920909090909091,0.7145454545454545,0.0885215871058964,0.1647610070086733,0.0133333333333333,75,SR,4,NORTHERN IOWA,0.8333333333333334
LOGAN CALVIN,SP,6,1,0.65,0.92,0.8097648902821317,0.0589548944603181,0.8268181818181819,0.7836363636363636,0.8473863636363637,0.8097648902821317,0.8922727272727272,0.6662121212121211,0.0969518371857444,0.1945189768568011,0.0,58,SR,4,ILLINOIS STATE,0.7916666666666666
HAYDEN TOBIAS,SP,7,1,0.8231818181818181,0.9068181818181816,0.8584090909090909,0.0303412201078844,0.8502272727272728,0.835,0.8831818181818181,0.8584090909090909,0.895909090909091,0.8239393939393939,0.0427516517683638,0.0409780699779349,0.0,14,SO,2,OHIO STATE,0.75
NIKOLAS CURTISS,SP,8,1,0.7713636363636364,0.9109090909090908,0.8380664857530529,0.0326951502214992,0.8404545454545453,0.8131818181818182,0.8597727272727272,0.8380664857530529,0.8972727272727272,0.7777272727272727,0.0682359288319669,0.0746867757213395,0.0147058823529411,68,SR,4,IOWA,0.7083333333333333
JOSH SOBOTA,SP,9,0,0.81,0.9490909090909092,0.8582509881422924,0.0313528699704488,0.8463636363636363,0.8364772727272728,0.8786363636363635,0.8582509881422926,0.9118181818181816,0.8131818181818183,0.0605255371767028,0.0539287846809617,0.0,46,JR,3,KENTUCKY,0.6666666666666667
JOSH JOHNSON,SP,10,0,0.7677272727272727,0.9131818181818182,0.8512987012987013,0.0415632074793353,0.8575,0.8210227272727272,0.8831818181818182,0.8512987012987013,0.9059090909090908,0.7698484848484849,0.0621558700713202,0.1004846656074341,0.0232558139534883,43,SR,4,CALIFORNIA,0.625
JOHN MEYER,SP,11,0,0.7622727272727272,0.9318181818181818,0.8740615835777127,0.0392580878094632,0.8781818181818182,0.855909090909091,0.9038636363636364,0.8740615835777127,0.9190909090909092,0.7934848484848485,0.0502236432175184,0.0966410692303184,0.0,31,SO,2,LSU,0.5833333333333333
JALIL BREWER,SP,12,0,0.8181818181818182,0.9045454545454544,0.879090909090909,0.0237838803268145,0.8886363636363637,0.8738636363636363,0.8936363636363636,0.8790909090909089,0.8990909090909092,0.8384848484848485,0.0224948875255626,0.0472829922371204,0.0,15,SR,4,TEXAS,0.5416666666666667
CHRISTOPHER LICATA,SP,13,0,0.860909090909091,0.8986363636363636,0.8780681818181818,0.0119923069922865,0.8777272727272727,0.8725,0.88125,0.8780681818181818,0.8977272727272727,0.8618181818181818,0.0221411659307608,0.0186793808373064,0.0,16,SR,4,PRINCETON,0.5
COOPER CAMPBELL,SP,14,0,0.7745454545454545,0.9068181818181816,0.8370119225037257,0.028839641543461,0.8413636363636364,0.8186363636363637,0.8527272727272728,0.8370119225037257,0.8872727272727272,0.775151515151515,0.0582975725910656,0.0767421043144131,0.0,61,SR,4,OKLAHOMA,0.45833333333333337
BURGER LAMBRECHTS JR.,SP,15,0,0.7745454545454545,0.9336363636363636,0.8602319109461966,0.0388865697939405,0.8654545454545454,0.8368181818181818,0.8854545454545455,0.8602319109461966,0.9177272727272728,0.7803030303030303,0.0646756824442777,0.0974424605455857,0.0392156862745098,51,SR,4,NEBRASKA,0.41666666666666663
DIEGO TREVINO,SP,16,0,0.7045454545454546,0.8745454545454545,0.7776767676767676,0.0436775616514967,0.7722727272727272,0.7518181818181818,0.8068181818181819,0.7776767676767679,0.8431818181818183,0.7148484848484848,0.0808275948026047,0.0841905793178129,0.0357142857142857,28,SR,4,OKLAHOMA,0.375
DANIEL VIVEROS,SP,17,0,0.7204545454545455,0.8681818181818183,0.8117155425219942,0.0372623248006781,0.805,0.7838636363636363,0.845,0.8117155425219942,0.8663636363636363,0.7431818181818182,0.0651317226615403,0.0881520878126061,0.0,31,JR,3,OLE MISS,0.33333333333333337
MAXWELL OTTERDAHL,SP,18,0,0.7690909090909092,0.9081818181818182,0.8575568181818182,0.034395557964852,0.854090909090909,0.8452272727272727,0.88625,0.8575568181818183,0.895909090909091,0.8099999999999999,0.0437445319335082,0.0570377184912605,0.0,16,SO,2,NEBRASKA,0.29166666666666663
MICHAEL SHOAF,SP,19,0,0.7109090909090909,0.9,0.8120721925133689,0.0480919676773291,0.8154545454545454,0.7815909090909091,0.8518181818181817,0.8120721925133689,0.8604545454545455,0.7189393939393941,0.0578554014627713,0.1216617815280633,0.0,34,SO,2,NOTRE DAME,0.25
JOHN STEFAN,SP,20,0,0.644090909090909,0.8595454545454545,0.759367201426025,0.0504443133303122,0.7577272727272728,0.7263636363636363,0.7984090909090908,0.7593672014260251,0.8490909090909091,0.6703030303030303,0.1115648670962878,0.1245940065707038,0.0892857142857142,56,SR,4,NOTRE DAME,0.20833333333333337
BRYCE FOSTER,SP,21,0,0.8045454545454546,0.8968181818181818,0.8376573426573426,0.0244166416244708,0.8377272727272728,0.8172727272727273,0.8495454545454546,0.8376573426573426,0.8495454545454546,0.8112121212121212,0.0140920959920422,0.0320767920380567,0.0,13,FR,1,TEXAS A&M,0.16666666666666663
DYLAN TARGGART,SP,22,0,0.7936363636363637,0.8645454545454545,0.8279020979020978,0.0230824806121439,0.8277272727272728,0.8118181818181818,0.8440909090909091,0.8279020979020978,0.8536363636363636,0.7990909090909092,0.0306080013307828,0.0354164875784403,0.0,13,FR,1,SOUTH CAROLINA,0.125
DJIMON GUMBS,SP,23,0,0.7722727272727272,0.8736363636363635,0.8261363636363637,0.0324038806074298,0.836590909090909,0.800340909090909,0.8455681818181819,0.8261363636363637,0.8463636363636364,0.7886363636363637,0.0241880690311183,0.0464461646727656,0.0909090909090909,11,SO,2,NORTHWESTERN ST.,0.08333333333333337
SANTIAGO BASSO,SP,24,0,0.7472727272727273,0.889090909090909,0.8367627494456762,0.0314021823611823,0.8381818181818183,0.8186363636363637,0.859090909090909,0.8367627494456764,0.8831818181818182,0.7678787878787879,0.0539774009114405,0.0858558873924499,0.0465116279069767,43,JR,3,ALABAMA,0.04166666666666663
CLAUDIO ROMERO,DT,1,1,0.8517386876182161,0.9751200349192491,0.9178831821782496,0.0351088837104469,0.9154663174741744,0.8932780445220427,0.9412192637858284,0.9178831821782496,0.9627528008147824,0.866433871671759,0.0477174945521596,0.0576683503590114,0.0,18,SO,2,VIRGINIA,1.0
MYKOLAS ALEKNA,DT,2,1,0.911246908191474,1.0,0.9608977156991124,0.0274082775234769,0.9658082351229448,0.9449294340171686,0.97402880838062,0.9608977156991124,0.9704641350210972,0.9334594306222416,0.0099063977249186,0.0289684393781322,0.0,8,FR,1,CALIFORNIA,0.9583333333333334
RALFORD MULLINGS,DT,3,1,0.8793830932634947,0.9514040448130364,0.9115670013094718,0.0208609570173361,0.9088462098064892,0.9037901935108394,0.9237960133857122,0.9115670013094718,0.9239051360395752,0.8893738784616131,0.0134440991819393,0.0246461425770729,0.0,10,FR,1,ARIZONA STATE,0.9166666666666666
IFFY JOYNER,DT,4,1,0.7357776807798632,0.90455405208788,0.8244842135894078,0.0428001935010052,0.817546922741161,0.8025607449439837,0.857849556234541,0.8244842135894078,0.8856394587516367,0.7514428439788544,0.0715214298840872,0.0926963837060581,0.0384615384615384,26,JR,3,CALIFORNIA,0.875
